@Relation RCATransformed
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute output {1,2,3,4,5,7}
@data
78.11827000985883,123.73815520241712,118.9554683909652,81.47633650122654,-108.03510136276672,-120.76909419742805,-39.18753434801178,-28.178946735331223,164.23177295051516,28.25009518509989,100.07861125981498,-79.77795068380708,-126.44743509437244,23.679037173166602,32.1703278205239,-171.02839729905014,2.945848843497515,-19.157182121676218,-65.83115219080614,33.5384998634979,-34.50825694720684,-92.57344444192428,-1.6665349780403318,-124.87301595356294,5.565641677104095,108.2575114649708,-194.8360379309599,78.3949483540008,-118.21561715185973,-252.22171678471983,-54.87820888060477,141.77974553219306,3
70.51066477092789,115.61245688470514,106.51849234821016,75.26546466430986,-96.18477353689323,-117.9792505143726,-29.686793112085056,-25.83347987976536,151.35736941788426,30.906415569831182,101.1855518331669,-81.08110120490014,-115.78399301882855,15.906457277622906,27.51317808351385,-167.42877071292114,13.82569562055103,-15.876915669165975,-52.879846508146386,20.65626396380457,-24.962760344981316,-90.77957689219654,-8.854041416847316,-108.50563735788508,-1.6220388501588054,100.98009788013802,-177.5069514189415,70.65382780823889,-113.23951164763793,-235.38696962366936,-53.00094289018428,131.78101238191357,3
64.3902435760508,111.34090500287122,95.39349420457306,76.30276400455995,-93.84001083746529,-115.09091670235215,-29.97647379334076,-20.025374354518828,144.14907248987,26.8860475164975,107.82216321641562,-66.57423859091702,-107.52609908246497,9.330099680309887,27.33567450948719,-157.14087365517253,13.981897615073265,-13.378609970604451,-49.03737899035578,25.149939964635756,-21.216990857056235,-89.90265976769886,-1.5250566811776665,-105.31612990640791,-10.680553212616822,100.48567849081496,-174.03922219723765,62.75974888555672,-112.01861987653984,-227.16901996969807,-52.724023036635984,135.3041213345832,3
59.23980146006434,116.44646726576484,90.02876542873925,74.96871655068523,-91.44326068415728,-113.88839646763272,-30.972113467415156,-19.589517386842946,147.47020816467497,26.26076555634026,101.54730606235862,-65.44387118834533,-107.38267095300694,5.427253834188095,28.38675668266432,-146.86839827970073,14.356206111558695,-14.035527283142994,-49.98230448826225,31.57471482327763,-18.153013631018208,-89.43093475535696,-1.1339292431068912,-98.74677590927173,-9.684546581606366,103.61651467915264,-174.66826981117433,56.19820109549376,-109.08222250151465,-223.46335358623855,-52.93842426840365,132.996188807461,3
59.73380994871957,114.19620127917158,89.56729258614257,77.38756653701407,-93.34896180063899,-115.2428789769281,-25.09775757818541,-19.52523435643358,145.33543988141486,32.34468974603381,103.47868520738535,-61.724757168362046,-111.01630688513639,1.590995989672446,31.77447379633611,-148.87306507922045,17.22728072146329,-23.409521127841586,-53.1337620833705,30.62043883642282,-15.55255635376717,-84.35620013107611,2.7856503024202723,-96.53768608278496,-4.794481888470587,104.60788737791135,-176.6903407723927,60.922936790746704,-110.13185683179933,-226.41530532594916,-55.47610703206361,136.29390539529237,3
63.39443808866525,115.45341267277634,94.98282906102543,74.63160286349104,-90.48092593437818,-120.0534884248107,-24.577868249353102,-19.904875837816185,147.03980815852373,36.54913751718641,107.13629218172284,-61.35250639214989,-114.99921414442926,-4.301002211482644,39.66454920894662,-149.06878739293094,18.338826805286747,-20.943654564785135,-55.615561032305486,28.825860510219066,-16.54914964337736,-85.09269719644448,0.2201489444384812,-95.3544233196379,-11.236237195792748,112.15517985473595,-175.50602719940616,60.274456910703194,-107.70737000011512,-232.22573604789366,-48.654154013551405,131.48746661348378,3
65.41018818389311,116.36033983060868,101.90189155257438,70.07583646942405,-93.1383406805578,-119.18068601515027,-23.114231515562096,-30.6206970155723,149.63622064381306,28.598350756184793,115.1203910779056,-70.25756043376569,-110.02951977705204,4.53961404136056,37.90028877625078,-153.4586550737222,9.406455635735373,-19.20112236136036,-55.23889928442138,31.55872154093482,-27.35071319810977,-94.46858208175234,-2.9665552094211662,-105.97868563534489,-4.839308521222286,116.08680232231262,-174.02672701878075,57.01418330355769,-119.76239098323384,-235.704343363582,-51.11814601140985,130.90979017852604,3
69.35521712211653,115.8448881721847,98.28492983821059,68.24803671389849,-91.87129026103673,-111.1105411500442,-26.71359789334629,-30.889966052737226,146.536880781707,19.18290409407551,103.18550533644742,-67.19657219446995,-105.38281449656368,12.374285229808226,32.080010020164764,-151.90670424495386,1.0857948985072028,-22.012967323498295,-56.06988746364648,29.6751473971255,-26.56767419386092,-91.12196322779003,4.087164743903337,-101.8715650340897,-6.696832109069867,111.51397956768182,-173.955510647978,57.03358565663907,-114.28908773109845,-228.26618920101083,-52.56531493754325,127.70320443728787,3
57.062628810943764,107.5806365650974,85.57172662470843,71.00237146166,-85.36341081234134,-110.53461515302119,-26.095337064425355,-22.61147867022023,130.66468375375067,20.955921703113916,104.61001640140174,-63.89684245625795,-101.13291166818408,0.49501311353510036,24.236105763324638,-148.21157244608057,9.1908475495342,-20.893584923986957,-45.43890559525004,24.851846836147683,-18.946981375641823,-84.45584091105077,2.1572127141522692,-90.9654924345749,-8.67009011011214,101.82067877000169,-164.08324119520105,50.702077962547115,-109.0688320699222,-210.11786706790275,-48.81037020512554,117.38545298508737,4
61.34159556838273,110.95333472800179,81.99612969269913,64.85838560637212,-84.34957335384628,-114.97846512835739,-32.256196144125674,-24.364007804888487,134.23509132140947,21.70308856369168,104.6226124004752,-58.376784347638214,-97.58691095044087,6.523602485703541,24.389022422329933,-143.45408638317036,9.935921188772516,-17.912087836676626,-42.0637956701392,25.126005539310583,-21.178346855336873,-84.81660497651701,-0.08680504350189366,-91.85067853089862,-6.664078990846045,101.6190798922782,-159.61076583277477,51.56588814410826,-104.4067676147584,-207.4512184432293,-46.35328935917954,121.3031993994459,4
58.668434091693065,107.35745448603329,82.72201928620372,72.05858593960913,-80.48328488724293,-112.31575279588039,-24.138747936703336,-21.026991034210482,130.07786066506614,19.897268624046877,102.06110361283274,-61.460425820537175,-96.01324727987327,8.082807616545805,22.805910508460514,-140.05867104047144,7.40533268753391,-20.51728474696563,-48.679457406273876,30.963501080951744,-20.217040055078794,-82.76121724663464,1.7978492853138412,-92.0995602788622,-8.040542117985998,96.60847595857467,-159.94895266239465,49.94382842982112,-102.44796897266939,-204.91212730592764,-43.02425043425697,129.85199252325438,4
51.54086733066509,95.57341353692304,84.82052259450968,68.23453148676454,-82.30146208651614,-106.27746574586592,-28.80296822441185,-21.68635075158358,124.29706059125981,18.26075074613869,92.50845551093869,-62.36191745889203,-94.28561721476181,6.0378234304255285,19.898644143648752,-141.6980579324652,13.147342447828212,-16.20079599795377,-42.16348524134335,30.82629315076709,-18.693817824686324,-83.47499418448344,-1.878007926874492,-88.67858803352047,-10.686547273035417,89.43602674570566,-155.42600648765296,51.55441115849159,-97.06372842386033,-203.43796538803656,-47.97803680084521,119.32622862765756,4
51.325442681071166,97.1282676841399,83.98721361126962,67.0878631311646,-78.54890351693552,-105.15694893154637,-32.180836731276315,-20.50090172909149,124.76874781924897,18.63786380949452,92.51272317104878,-59.85894912978213,-89.0443917139705,7.9464109012623165,14.027708974902938,-145.00516143567174,12.870765849228437,-23.707742118390385,-37.189660123976225,26.3123556163065,-18.571832582591917,-87.48984179272004,1.7866089653972033,-85.83267067581221,-10.32778666133468,93.70920334067215,-153.16212261235245,51.83310252370497,-99.05597153954605,-198.95538443740452,-43.166918096756625,111.55323284891409,4
51.79814389431928,93.60542057060312,77.76057962589526,68.90065763569567,-75.10634824656796,-104.35981457972554,-28.862099590405048,-19.263889217788456,122.61867072702664,11.418390785736861,92.68408643972488,-53.26780375356208,-80.30423488933236,5.507191055992706,12.634838753381947,-135.25347575427563,10.057255406198767,-21.272384483701405,-41.91120643758977,32.35902271942189,-11.8030690473576,-77.91310367695577,5.662734293184734,-85.68752934797897,-8.963667780524071,93.34384527553209,-146.9954802888902,44.15552426227438,-95.2780517140162,-188.80256520747255,-41.05967704814392,114.32298185175833,4
51.740916613137976,94.27594745402979,73.99251340713576,63.45646101966823,-73.83449082851257,-104.0894280348665,-28.942548216563065,-19.94546438001366,111.91423913986877,21.86439715391907,89.65182519279684,-55.45743033038076,-84.46464159650492,2.9906754018783976,17.65886977603256,-133.63740413174696,10.450046518176638,-18.276915313398174,-37.48152617801185,28.73688954700203,-17.328218622105098,-78.04103706787775,1.3022602367767,-80.80493787620686,-11.009298080755487,90.22820759278349,-139.58402708819966,46.22374567518456,-97.04396703626546,-190.53154473888932,-39.54842591961142,112.56629481379346,4
47.125231060255956,95.27052219102453,77.25000429689214,66.22113410079369,-75.80518658040668,-104.9887275575016,-24.70499933341193,-20.035052613328794,112.80213339851932,20.47993148098976,91.59916494320272,-57.86910419977263,-84.39880841927197,-0.3598250434872432,16.27901517024018,-136.77991528505504,9.311470671091008,-23.260672897844593,-42.11868370201006,29.572719272277997,-13.777532608280943,-79.19807529274036,6.350321876114016,-79.9345381038437,-8.406759449493938,93.02014257635746,-141.97378541129126,46.3695116682664,-101.4350679283092,-190.35907103357616,-45.56053200299756,116.0988090696425,4
47.48238881694958,94.30820533050323,79.94118922406838,70.74119441005185,-75.92218356427529,-111.21258456659812,-18.387300713364354,-15.045996824353335,105.53033716026339,19.177702060474267,95.26952031032192,-49.53868255252121,-82.9910026641923,-6.88130948777657,19.707926664698693,-141.20894043891974,15.811762830263763,-25.844705680268937,-42.459505620547546,29.62175730328441,-10.868084823133557,-88.99346803690429,9.626678983362087,-85.16428284824447,-14.010082101304306,102.42505488107417,-150.77416147263173,49.20355552978822,-106.26166564628866,-201.73332586466066,-48.149668603964216,115.39991280486643,4
51.92682611143249,102.09972693670355,84.33127171727907,79.06502597797055,-82.33143400423079,-116.95163605175338,-25.45684737865548,-20.236685648397117,124.21101603965835,22.06010454694561,98.61631553803521,-51.43672585499044,-90.4419292909872,-15.74895953825213,24.514146669502296,-139.98783038172073,21.933312537967495,-20.2642337613162,-45.13010992622641,26.69442993769566,-16.250566174889926,-95.37331458281099,8.993608812688084,-89.15889260991284,-13.160687270897316,109.33981322242045,-157.03848248950516,50.87045850909569,-112.25902002767111,-208.51813394825862,-50.033570540789995,115.17731046976135,4
67.84106528312168,114.13116140932723,96.67755015977119,84.1470013232401,-97.89743336149155,-127.92820127010734,-26.884731506862735,-22.458666069890242,140.15293063398167,31.680119988750672,110.81704901175017,-68.00287423245042,-113.2632728029647,-8.80996993269592,32.97619488480822,-155.62874947035198,16.11702279601588,-25.958110770632178,-52.37220677345614,27.671874666707964,-17.01726343930481,-99.96812660755351,1.847253179735855,-102.20177609044785,-15.22677664660288,115.86722856723951,-177.27117219549604,61.64074002806208,-119.80552526869494,-236.88672326012139,-56.6723106765631,133.83043297045884,3
69.54585850504824,123.68923343704532,103.30831527141248,81.68384385052973,-94.73194009617153,-127.22633410797044,-29.648317125682713,-27.03569989640427,151.0537757507227,28.950927180473677,115.7712346939504,-69.26687755976035,-111.92692275684684,7.566266388351579,30.963163929167013,-169.5898478697169,14.635227849179692,-21.366693492432326,-52.04106893788689,33.364099523165365,-25.1252514953124,-99.80164239721535,1.0068156598602194,-104.60776265387308,-7.575398575103069,118.64001444034412,-188.32397104390654,59.75092424531923,-120.32752340852264,-243.53574703966865,-56.72226242194101,145.82548256883427,3
66.22795144626365,116.02469092646096,95.86377854261511,79.7582244461534,-101.67400795018786,-120.46251287271494,-29.14281880793871,-16.295942448724603,146.2372873919855,29.690765560225113,100.93285642439368,-68.18865672935566,-118.6426512537706,3.5209331551575493,26.949159843479762,-156.1979150773544,14.75663048091512,-22.61229511342932,-52.75753548536562,31.354792847761516,-17.145594323887988,-100.87408275193366,3.1258420598471623,-106.16849831640792,-5.028951917573908,112.64697669899667,-185.6805026250241,60.35682932756251,-118.93637832080802,-229.2208625056822,-57.314857317129544,136.35664585308064,3
64.99801151045571,121.44416077486198,98.2545330916927,86.01998085329974,-101.33552893030276,-126.67618776209602,-23.598406438432036,-14.275913240289832,142.41436783839862,35.10896150346326,110.04912891485095,-69.96391911269531,-113.81283924839653,-1.1016107749230633,23.25812898536489,-163.17546668264828,20.047873570589957,-27.573850971370334,-47.75658195527717,27.074636627634554,-23.65706558345661,-98.44558799880262,2.0634061071924634,-101.49537902624365,-7.6019592799638165,121.42439456486943,-183.8926261585039,66.87819634934955,-112.7477713572876,-234.01281173371794,-60.37986332272287,140.95294685769727,3
62.12593975027528,119.8510525210586,99.19051617260789,88.9553732068834,-100.07773875745139,-135.1453545198893,-28.20962500561072,-17.68627756841174,150.68949899027672,36.90633120834855,119.10441663640601,-66.50994206144613,-114.5584779248346,-3.4592943632691133,30.598818539238536,-167.52997125785816,22.45517863562067,-20.942846723805793,-51.658635659606915,32.57764584488752,-21.94549652301272,-95.93571654615639,0.9708147429781171,-98.1878040313301,-17.170850701476873,118.17340047112849,-188.18112727148022,64.26347116544522,-123.1777348832189,-247.37888162741874,-60.77264083270974,141.92111620420755,3
74.63921158691099,128.36409993529534,105.63814281546979,82.12499636020931,-100.6632136634199,-131.51890535305552,-32.09251988976334,-30.005961404549012,165.04424017235823,31.597593745472135,122.11956955591307,-68.84368569132151,-120.53986571540761,-0.8108977784753195,33.17457910899882,-170.73871735821123,14.883885277355947,-15.343032203056929,-60.13703884491146,33.1118020400731,-20.028487177808415,-98.90985097217334,6.4822026617259745,-111.41031302794823,-13.103667424705591,123.21542574786099,-188.58670779132623,60.31394325461917,-127.79697679289472,-246.29097239856148,-57.04208123392554,150.32770547117437,3
73.95972182630493,119.96217781098315,99.98321090035247,81.18874548170974,-108.41338114648231,-125.52518086146122,-29.482105360477306,-21.263876598217564,152.2370109098885,31.505343306246875,108.7896848214944,-77.36317580654013,-121.26836012758214,7.0866856170323445,29.102886652294224,-160.6918221796116,12.47648250449231,-15.019968544899687,-54.147921427443045,28.69939501991839,-18.528364890222438,-99.58079377926425,2.4026453262363248,-112.08299649112467,-10.76686302487599,111.09075030178202,-186.60893103069677,64.5443582510522,-123.28671486400705,-238.4431214852892,-54.530865007447396,146.2960190394916,3
66.1150339300881,126.99551986776898,98.43964810865974,84.10894545918214,-104.26131918593003,-125.24412843705272,-34.56817473594832,-24.282190116727506,149.6502331984181,34.81625667427171,115.22965151585704,-72.71383119843081,-122.95826842032804,5.107271589751081,36.05925916330854,-161.69142195676199,14.69506645030691,-23.931385524560852,-50.544601020894234,34.286093254903065,-19.325521185973777,-99.57689833926369,4.419559461777723,-108.1860426591087,-14.081591173219316,118.48800579657296,-182.9347719720499,62.8485437067095,-128.5149728436303,-240.70694336335356,-62.794906530117785,143.21856112975723,3
69.56736847247673,126.63733463623305,103.65579096931435,84.87323873805347,-99.76083928460989,-126.86747360491731,-31.62681385792935,-25.711680823739613,146.68388787227587,33.240699039696594,112.57964663045205,-71.79009729306968,-120.81307576920828,6.235086859232054,33.30840663290273,-165.19121692515736,9.370886751405973,-24.55599231108451,-50.00122819782189,33.532905465599335,-24.58029532461705,-99.87481620404898,3.6397290848676924,-107.35256117624887,-9.105366924918487,121.61605540199464,-188.212865282659,60.08307216363076,-126.59702199405373,-248.77432579492722,-58.42861210079221,144.07292526053126,3
69.43648859546971,127.16678109942652,105.89059579963103,85.46541230196812,-95.24611418866421,-130.34264934417507,-26.42513145311085,-28.966472638268783,150.9109953512292,31.163948206438636,115.81063612642403,-73.68168833784718,-116.58409372753229,2.3336055541558656,30.63190753561854,-169.58771630743354,10.916349974627085,-24.117830738077416,-50.04086706673677,31.361619890460894,-22.27231622394211,-102.18603290776707,4.074081597668528,-106.5979603441026,-13.465064606612822,117.36040948638585,-190.925182492004,60.635007290883735,-123.61597313338642,-246.47373747214087,-60.61802595945741,141.28654043254645,3
68.74175940851309,124.37272707866813,103.30142840050263,84.70538054106643,-96.6103295807102,-131.04723524958715,-33.06447908588328,-27.477580335935073,156.887714442689,26.843474822212645,118.98697961264999,-68.31925099783574,-118.96574744919299,2.760934151341899,29.116131443572996,-169.12895838136865,14.933544062801321,-21.22574741840758,-52.466496441440874,35.0184709623282,-24.64195331188017,-99.81206936695517,7.979912121428722,-108.97778882035766,-12.463849877323527,118.19400058821084,-190.33106375756836,59.04424437163425,-121.7692840155289,-245.24821746631136,-59.908288405743505,141.2502573650846,3
70.48707975109603,121.70025601347743,97.48829327304799,80.49606552836534,-97.92757849946824,-124.94467551225381,-31.474132189778132,-22.01486134838084,154.20274415894,29.121664867906322,112.21231571507111,-70.30971168533019,-113.2912101146173,10.57193460829142,25.828018020628924,-165.30755477818607,9.529445471918837,-18.361822515702777,-56.321353989291495,32.9576725184099,-25.21886167196423,-95.68813387655615,0.7822267540052046,-103.00175032041169,-6.480844817714511,117.52414407895839,-186.80170377031286,57.037848861432764,-122.32073478380639,-240.90968471974992,-56.57008764167612,143.97437698171834,3
65.24257718205216,124.28559174902276,100.78135439512005,82.35360502995286,-97.76582856218445,-125.14298008803408,-32.433449056715006,-24.81239955992268,148.58366949165355,30.15713946542672,109.98071292805034,-66.1293646658472,-113.77817371437686,0.5431157070697019,29.377525869801676,-165.993898806959,10.876397435619388,-22.25899591868459,-53.28225071617563,29.42379655577936,-16.911370539385242,-91.46028152599811,-0.6006729113336071,-102.88747277527777,-9.26135128332785,112.12554045170826,-187.32569858964735,59.496312581872274,-119.4582925800062,-237.72867822923448,-57.59754217565252,146.97385162387482,3
67.61159534623671,117.87276219393735,101.97833314211579,80.66235475826834,-101.961463296274,-120.60336805248733,-30.098552415282924,-17.882509345391675,149.91412820017712,33.30882078433433,106.38046714167999,-71.79611351563248,-119.61108257600118,5.173427159258644,32.31322935038397,-160.89288037808396,12.282089095958252,-17.44141251563457,-52.74425151952411,24.15443916100393,-20.579249958080656,-92.04553949591526,-1.6451281245473126,-105.93002315353198,-4.373864610413408,109.92317311132892,-186.11545158338714,66.51764142115366,-115.82556356594809,-235.67573023950246,-61.1243014563244,142.71393004929737,3
