@Relation RCATransformed
@attribute attr1 numeric
@attribute attr2 numeric
@attribute output {1,2,3,4,5,7}
@data
85.46900104513064,167.49319291864043,3
75.0464855958293,168.78882955224867,3
71.14042867045428,167.99966274301357,3
71.70081347503063,164.33539859841773,3
72.44991431990567,166.1561527864716,3
69.104242199107,172.78140908439264,3
76.16725520498201,175.65020615826356,3
76.16725520498201,165.01874393824372,3
70.48305553459048,161.65966870793068,4
69.66462700368336,160.20341435983494,4
72.91594110433269,159.91151279436355,4
62.41289795750967,148.91649645801925,4
67.13738341379181,148.6560546501558,4
69.66462700368336,150.30948845031145,4
60.54039719234383,148.47819158666266,4
59.88565436761814,151.71401903958426,4
64.44645411771884,162.4185024865315,4
66.87933968746106,169.63553361421427,4
73.01029912448203,183.4192932166612,3
82.61998604862103,185.16346972088562,3
80.58379957727377,167.96231782314183,3
86.52341266285795,178.00760090362056,3
74.48610079125294,190.21258161585604,3
80.58642988841187,195.30866122472463,3
79.27431392782236,177.02113618193326,3
75.701228420555,184.06534313965145,3
79.92905675254806,183.1210669877779,3
79.27431392782236,189.5394458529106,3
81.80155751771392,187.18647622953296,3
81.80155751771392,182.0298167090882,3
73.27097316195089,184.4356421121986,3
75.14084361597864,171.50035851697743,3
75.701228420555,170.89160694731427,3
70.58004386587793,172.0501011402062,3
75.14084361597864,179.2973765110041,3
75.0464855958293,181.5186326787067,3
73.01292943562012,182.0614120543787,3
74.3917427711036,179.24999397970004,3
83.18037085319739,176.06086763300826,3
78.713929123246,178.4050694971315,3
73.83135796652724,178.03487713325347,3
79.92905675254806,165.74660676336495,3
67.88911456980495,163.1364767947578,3
73.01029912448203,143.9974922974901,5
70.48305553459048,132.0086788599442,5
57.61382419291925,144.26655503491241,5
66.97106739647228,155.36414491525005,7
73.01029912448203,148.12947095927058,7
56.72869828711815,137.17848290480043,7
54.69251181577088,135.4275800941083,7
61.84988284179522,128.12797166913117,5
64.21081041436724,119.49760325943338,5
59.179912739621486,112.36837984520218,5
56.25597005133501,113.50884392965035,5
95.10227747430699,183.9581841543344,3
84.0070297009874,167.6654539310481,3
72.92977142696036,166.0606449652153,3
73.58451425168604,165.22774778420506,3
73.58451425168604,173.9270803438819,3
78.61134078621379,178.16877146790864,3
87.72174027492562,177.07719766983755,3
86.50661264562358,178.674346282124,3
85.68818411471646,169.9339819140955,3
71.54832778033878,161.50825270498714,4
74.7996418809881,157.20773391114568,4
76.01476951029015,157.652567697977,4
71.45396976018944,154.9025392797811,4
72.10871258491514,153.1196684833394,4
61.84428283605044,135.8233017188731,4
61.84428283605044,133.6514937447612,4
61.42399423261817,145.95904288961398,4
61.84428283605044,154.7863060332267,4
63.320084502821345,195.16970520167612,4
75.36002668556446,190.79032622442247,3
72.92977142696036,182.96715582529555,3
85.38584303647087,182.13889918816025,3
79.68484334884499,177.5044372968261,3
77.49057117706107,178.57953115868398,3
73.0241294471097,181.8141865323205,3
81.1580147044778,185.5367778552221,3
84.56741450556376,190.48841429954211,3
88.47347143093879,194.32526808809916,3
93.77217201442494,196.07925328668017,3
84.0070297009874,186.62128106009666,3
79.12445854426863,182.46846413931388,3
81.1580147044778,185.06813003882772,3
79.2424060694553,190.6363269161455,3
84.0070297009874,189.37296702618363,3
79.94288707517575,185.3801938731034,3
84.82545823189452,183.53734143117313,3
85.38584303647087,179.02204048448013,3
85.38584303647087,184.65619205163782,3
76.27544354775902,187.4148849754774,3
76.27544354775902,177.43975262042585,3
73.58451425168604,169.69879408419067,3
76.83582835233538,167.7881084795306,3
73.0241294471097,170.1737914355904,3
77.49057117706107,180.67996389091397,3
81.1580147044778,178.02294749387093,3
80.5032718797521,180.01925884894936,3
76.27544354775902,177.92257462179677,3
81.1580147044778,171.6927039708662,3
69.67845732631105,165.10524987181054,3
68.29701367968946,142.79551561865262,3
74.77342206481268,158.67946680616296,3
71.54832778033878,144.07067458699,7
71.54832778033878,140.41665686712255,7
62.078737057343865,135.64878718446818,7
58.17268013196884,134.46176696643394,7
54.26662320659383,134.15613074509884,5
55.34165463475179,129.95405834912228,5
57.608224187174464,114.14733177243446,5
56.97444055634799,110.3424632832858,5
53.06838363097298,112.12679558288993,5
52.64809502754071,115.80797076064769,5
90.78009112216458,209.4276933288344,3
99.02072389322977,212.9400469836649,3
95.93869550450665,208.56464031794948,3
81.06365668432846,170.10481277276023,3
73.58451425168604,168.086252279484,3
73.58451425168604,167.79791821434645,3
72.92977142696036,174.52382656282305,3
77.85808076467389,175.807094944411,3
73.6302524326808,166.17912316033937,3
73.6302524326808,160.41866049857458,4
71.03368115675718,156.13276267351998,4
71.03368115675718,152.98989326783294,4
71.59406596133354,150.18552624527797,4
65.50756718680229,147.5288365506179,4
68.99749468540989,149.80618576083606,4
66.06795199137864,141.82302629499935,4
62.72227987057997,138.11371345397987,4
56.874394494007035,164.97984160306348,2
56.874394494007035,173.075387101257,2
61.3408362239584,177.1113224884863,2
74.2849952574065,177.50819555241108,2
82.37314233377984,179.3770990165733,3
78.46708540840484,182.2310190847288,3
77.81234258367914,182.6726842906526,3
80.5032718797521,183.34983287908136,3
76.59721495437708,177.3017492466523,3
78.46708540840484,178.17423909187895,3
77.25195777910278,179.50609187848258,3
77.25195777910278,180.62571611221531,3
81.71839950905415,184.79044589253084,3
79.8485290550264,186.2122279721917,3
75.89673394865665,189.08901948581027,3
79.14804804930597,190.6642448211769,3
83.21219067511761,192.07462124103392,3
84.73110021174517,186.28556823267846,3
79.80279087403166,182.30017645694082,3
75.89673394865665,181.26877881379315,3
76.59721495437708,182.27914955042615,3
76.59721495437708,184.548700833291,3
76.59721495437708,181.89213229323207,3
76.59721495437708,177.7480175432694,3
76.55147677338235,180.6181489391651,3
76.59721495437708,187.5375535601632,3
79.8485290550264,185.5651906426121,3
80.5032718797521,183.72722839855984,3
80.5032718797521,181.2241399970946,3
76.59721495437708,177.24815229236359,3
73.58451425168604,169.88837863471926,3
70.37893833203148,165.91461745799023,3
