@Relation IPCATransformed
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute output {1,2,3,4,5,7}
@data
-2.8588476199879755,-4.172167639512453,1.8682615666575575,1.1306407909809586,0.753609118024338,3
3.1200247831476724,-1.8455378542872876,1.131254139122195,-1.5043349437102123,-0.30988345425443087,3
-2.3833712946227266,3.139508732732378,1.6393613986409814,-0.7733589058120018,1.4956437985708901,3
-0.3112340261645317,-1.8414591309136614,-5.58169162018888,-4.453487599232335,1.0699641821527648,3
2.5088223651545967,1.729220056355205,1.2027891013024319,-0.2386250841284147,0.04089809716019177,3
-1.8073069271112467,-1.797195887507386,0.2400615106146895,3.018499683883991,-1.6208806478189512,3
-0.584386905087455,1.2848742360553798,2.0456426530139766,-2.375641171159616,3.3857834702666,3
2.0219597018240214,-2.5386757945212666,-0.4041890403649855,1.4272109576100205,-2.3333053313601484,3
-0.5456037907447484,-2.511345722415577,0.8105958781520828,-0.056953670388302235,3.0064794873540883,4
1.0945754400589587,1.4567640419651755,1.0005584473693747,-3.77378807900247,-3.7037363621737103,4
0.2754339049813521,2.370741551354003,-0.1347666383583526,1.9222600163456547,0.9392942528328323,4
-0.26341017042028114,1.3544354700183026,-2.8277090391251,-1.2584639419466577,4.185936238384688,4
0.41199621517333934,-3.104770028153433,2.8994028349234724,-2.420765361621832,-0.8627658724101166,4
1.608518372719659,-0.042569216356726336,-0.635956933688459,0.09766683437768187,0.23097830524132656,4
0.16727306644052048,0.10726037901609148,1.0886783405549267,-0.5779926259999537,2.7539763445953263,4
2.8702908219489576,0.4628741730525634,-1.0862082732412577,1.7465873827115366,-2.7830996226681712,4
-3.4532266176416497,0.8736913204811665,2.7995574951786573,4.192799427618458,2.0440415488506973,4
-0.978038099161295,-2.94106388644242,-2.569776452153006,-5.855684479708808,-2.152551603498582,4
0.7887872267937674,2.502990983016139,1.5032736165078373,0.23362608148710934,-0.7207401682496632,3
0.3172941988747218,0.8325900103771446,3.022495708564819,1.0408145923903505,3.066363849516516,3
1.8844936204242508,0.5330850849258219,1.8820227858862775,-0.1809384783909505,0.8513395018954992,3
0.4207562047468706,1.273121200878699,-2.468594086924701,1.9975911130063033,-2.1855949622800255,3
-1.5747789838692405,-0.8679493337852161,0.12855067324945665,-0.944490502294024,0.27098169992090226,3
3.4208193981316057,1.2326019909968555,-2.134988561733453,0.860754795625094,0.085588948124241,3
4.707996977261375,0.9690274067303102,0.25741846156667353,1.9579805671551909,0.2587771856952895,3
3.20832466383737,0.463398436256262,1.062912368498141,-1.6678078475610292,0.24220220139835802,3
-0.6811486319989769,-1.0667709241838412,2.2264287220002332,2.5641907689410304,-0.006810818623819159,3
0.7237985319949188,-0.18430411838862948,-0.4576679368931926,0.49251108810961847,-1.794457111904421,3
-0.8132394763691771,-0.28523833724796777,-1.2555196316519743,-1.735777724035648,1.1897673896995504,3
1.8006949830864916,-2.94840038212577,-1.6746761448096001,-1.9604065710573386,0.7440662269480343,3
1.0588406813354203,4.169056861142834,-1.4725178021456893,3.3027929790690496,-0.02954456793862037,3
-1.02580828237688,1.9454373836530958,0.6601980693521352,1.103968418720076,-0.20970205707165823,3
-0.7023488409712276,-0.010676564060643611,0.09241563365901385,-1.5688812672436485,-0.6647985094025481,3
3.407584603472957,0.4460354372514426,-0.6130127658704018,4.13406421648312,1.968795886783739,3
-5.828585099396678,-3.7137657335032226,0.6267286063376387,-1.0670210246082596,-4.232843286628619,3
6.06877366289381,2.5497510877513876,2.5299850021762746,-2.8687366443642524,0.5865395141046341,3
3.0694840984665275,-3.114035892722846,0.8268151525602665,-0.49925569044866286,-1.2496454774803607,3
1.3631759378048771,1.35695148165299,0.6328014595019031,0.1929481504328267,0.4201295608081035,3
2.025206904111414,0.7818900002128872,-0.7495069477267915,-0.6114864930686392,0.3826403756974852,3
-1.1706672732765007,-3.482974584824193,-1.0012381487307258,0.05279193253212239,0.04628677516995211,3
1.6409257051793598,3.55558099943136,1.2487422885287194,-1.7129495449670586,2.1099380551301885,3
1.0561074811436013,-0.5405156097684226,-0.98656400510387,-0.05509664848013149,-1.1212268431027173,3
-0.17160706123268274,-0.14212454537930883,2.852196430651882,1.9071562826782702,-0.7552377339920057,3
1.44085959905738,-0.4150140593872736,0.9074047093007227,-4.591812229254297,-4.768978038336907,5
-1.612165144551605,0.42741222439624627,-2.205496644375805,-0.2813986591159439,3.978862710476399,5
-3.3790334376744826,2.070366426756845,-0.2954568606668424,1.9755666991739804,0.9496407585173618,5
0.6768049838390947,-0.21821485255568332,-1.177450912287798,-1.3068887581242559,-2.568167846220624,7
-0.2177176437026551,1.335331925850098,2.2569219215338427,-1.0069508702103096,-0.35682118852062117,7
1.14844182276251,1.1783720957488593,-0.8351385961408674,0.3188461139583294,-0.6688943992499241,7
