@Relation ICATransformed
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
-0.01545641770725778,0.26022457687434986,-0.4803729334552022,-0.6585416593010631,6
0.2964957183975966,0.25775430836512203,-0.566108159246896,-0.1803425493419313,6
0.2964957183975966,0.25775430836512203,-0.566108159246896,-0.1803425493419313,6
-0.6652056607861755,-0.7568842035357544,-0.7232463727098601,0.05722259723379344,6
-0.3038674134000581,0.24346386512674142,1.0879680380469547,0.10015129307424754,7
-0.4369950753866661,-0.9447016553258597,-2.9745227498584477,1.1912648641311865,6
1.0560582874733364,2.2612202498459,-3.6294058727855285,-0.07164362976719549,8
-0.49452406113215935,0.5326463275883995,-0.02586443699931558,-0.6332820224400117,6
-0.8039028978727035,-0.9121866940837096,-0.7938611663132434,0.3495542293251326,5
1.0560582874733364,2.2612202498459,-3.6294058727855285,-0.07164362976719549,8
0.12130090057390791,0.6700126240477419,-0.32716033191295746,-0.5719454378969392,7
0.2928838161192504,0.024312613627734722,-0.05114826233748375,0.5478434980503657,6
0.3844543414022552,0.4033468198816631,0.4819073822129457,-0.8251110170752273,6
-0.13655087260935295,0.025965165989955657,-0.1020957922510938,0.6273615542119058,7
-0.465563325145007,-0.34692049520345014,0.20851567880223068,-0.5135496118564452,6
0.19951913202628418,0.4134253236334377,0.6655101293760027,1.1862319304604072,6
-1.1976472058454872,-0.9365232918834543,0.45512558826679367,-1.8271622680194661,5
-0.17588044868571193,-0.4175564440069282,-1.2306487765167062,-0.3220956213568112,5
0.6492207251660079,-0.17271796808459425,-0.48923533266907787,0.7091181616160572,6
0.2557885660931741,0.3876321144967575,0.07286905256948159,-0.7688825457878263,5
0.292482866067171,-1.1312851680364397,-0.23523837938982795,-0.5413895039897411,6
0.1370049480972434,-0.829156804332865,0.17544487521039426,0.5647155492603199,6
0.15177040564083896,-0.8105623096978845,0.8827520554293384,0.7669012964364073,7
0.8455560048631184,-0.1710543359894203,-1.6676977723844397,1.6881418745050039,4
0.9112531955036403,-0.3196718976313316,-1.7328546156578044,1.6248064800607311,5
0.5541085952208329,-0.6409962791040528,0.6848285661535735,-0.23358096842482007,5
0.20282687757102247,-1.4040466874189717,1.2475219801992257,-0.05020093158730782,6
0.8718257755355758,-1.0960309926253782,0.11198164593514223,0.6820032474020884,7
0.4569761965630691,0.1506951880736478,0.6119852529540528,0.8038067477689849,6
4.963980149042527,-0.8398778059448166,0.8448702391626961,-0.42710671470388445,6
-0.471904075611006,-0.11204035755135228,0.8306339814226938,0.040990738322817494,6
-0.8086455326568789,-0.18837539723409794,1.1636761088880772,-0.6272181783158756,6
