@Relation ICATransformed
@attribute attr1 numeric
@attribute attr2 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.1405554586308398,-0.7821956758538792,6
-0.1363444000645828,-0.18846775396806054,6
-0.1363444000645828,-0.18846775396806054,6
0.1882371208135185,0.3570415188964049,6
0.4629728344081977,-0.08925022682385947,7
-0.09024256699545902,1.5825169287820022,6
0.15329866002815462,-0.5639719115269459,8
0.65357043965566,-0.8527886154942379,6
0.2383812109518866,0.7024674994277961,5
0.15329866002815462,-0.5639719115269459,8
0.23900216927224538,-0.7232514985415773,7
-0.18625303839662458,0.4250712219148514,6
-0.13095436321873136,-1.0832268480015188,6
0.15700237612956286,0.48944355010841756,7
0.30739586465423563,-0.42365419059535875,6
0.1544360844902463,0.9557008289150284,6
0.5073955339412107,-1.3608028294776626,5
-0.09543017832504619,-0.12242454016049696,5
-0.6212823173929336,0.6973580390995018,6
-0.09353015775359977,-0.6264795196248709,5
-0.8611256136322398,-0.26552224361189924,6
-0.49134155602223056,0.6201543472888106,6
-0.485544481058854,0.785432852796683,7
-0.8370789107612522,1.655755857310148,4
-0.9744322296741165,1.6253645097953906,5
-0.7688825850185809,-0.1977440493910175,5
-0.8241641910500173,0.09658499476013968,6
-1.2329442159418542,0.7328867178705867,7
-0.21441042909963637,0.6610052242649869,6
-4.689106300341522,-0.748336981156181,6
0.3621781760133904,-0.07070056175724686,6
0.5518795145224432,-0.5105094590549015,6
0.12847971336628683,0.48903052206805114,6
-0.05277141382498099,0.6064771815822808,6
0.28338494183484875,1.2153205441452124,6
-1.9314218884755736,0.27878668083491975,6
0.12847971336628683,0.48903052206805114,6
0.5098991116080489,0.7169525442500179,5
-0.05277141382498099,0.6064771815822808,6
0.31056061791529926,0.7529064052877955,6
-0.7405519609032867,1.416633521760428,5
-0.04238216174466369,-0.26910171907760466,7
-0.13105802279808598,3.939693389160673,5
-0.07540055691062181,-0.22383645983681594,6
-0.40076497267779726,1.122234133367759,5
-0.3711886405123905,-0.39449319328435667,5
-0.17757217417049714,-0.7196974180649129,6
-0.11193887423784417,0.3038948604573554,8
0.046180575091973514,-0.6314807047585693,5
-0.38101273457824486,0.2043861160951046,7
-0.13948542933877706,-0.2579366648218035,7
-0.44902820106255886,-0.3453794837581632,5
-0.379732225841513,0.5100842201502127,6
-0.8076793517909845,1.2078785292501137,5
0.32515716908601444,0.2994105572730803,6
0.3032092062796351,-0.6200416801620177,6
-0.10286537573152388,1.1590279241725245,6
0.2417569151269221,-0.4761594448224076,5
0.3032092062796351,-0.6200416801620177,6
0.27411599146460297,-0.3935435929578854,6
0.07613531654258066,0.7830240064055106,5
-0.016745851700599612,1.037390204230837,7
0.02625046208204515,1.0933525116725071,7
-0.05456829520120306,1.4887339233307135,7
0.3651177668851615,0.9931177382572778,6
0.6023808865269735,-1.7048878101150684,4
-0.3855528637909943,0.1370251512745809,5
-0.04084665959704127,0.7587905365727176,5
-0.3855528637909943,0.1370251512745809,5
0.041320774184267606,-0.4674982558132111,6
-0.2814070973381621,1.3979965088906952,5
0.5278112670052801,0.449451825506452,6
-0.14228993226989428,0.6554576361894782,5
0.37437577675298617,-1.3787212133888882,5
0.1953494569946612,-0.621885153840038,5
0.14861665390330575,-0.12960925213185814,6
0.28173825220369236,-0.7183297849688742,6
-0.43039110791270374,-0.0997088497206978,5
-0.036420535970226715,0.5177141210844092,5
-0.4167843054922973,-0.007744798793564961,5
-0.1105097828613717,-0.7602721095051336,6
-2.1123460426632716,-0.15624444278855235,6
0.5947022745745772,0.28664941139930183,5
0.6581577461404788,0.4445116218310497,7
-0.0034907865167133623,-0.30361494289923535,7
-0.07168468855592836,-0.379762698926138,6
0.6581577461404788,0.4445116218310497,7
0.7619360375797832,0.1301007373349085,5
0.9124148818713108,-0.08744770216414408,5
0.8268067581409898,1.4294920381474674,5
0.806007286903524,-0.363446213569559,5
0.7284075116667414,0.7579590586715382,6
0.301510733596546,-0.8893200141074175,5
0.5631893104507231,-0.31402508022733805,6
-0.004389429715179527,-0.35560428344752537,5
0.301510733596546,-0.8893200141074175,5
0.13495707867877743,0.7489971628573174,6
0.28490572287124605,-0.29794548351094075,6
-0.05000470466546536,0.4811416036617883,6
-0.029245011395773346,1.4573763242892899,6
-0.3190881679904979,-0.11562801807438683,4
-0.26283415118158293,-0.10775339390654781,6
-0.07730737195370951,0.4064139524405649,7
-0.48548575996582694,0.5888033875622221,6
-0.26283415118158293,-0.10775339390654781,6
-0.33149924929416436,0.7654268959913264,5
0.11079872557366335,-1.1193418028190922,6
-0.6028713401956918,-0.364344400155141,6
-0.014882487469392289,0.7965510003952774,7
-0.08832013022118544,1.775020177665224,8
-0.007778565644143295,-2.262677259802005,5
-0.03283258343981029,0.723044418473179,5
-0.2758731567434097,1.2702210420603328,5
0.2651672820507172,-0.32409567516105603,6
0.8460291727715831,-1.7331888949911383,5
0.29456292164831277,-1.070919779982457,4
0.21723076347115483,-0.6114633766380414,7
-0.012169525004404911,0.405723497612944,6
-0.3835901101100543,-1.186656991205393,4
-0.2408323189428484,0.47862720511217216,5
0.11521874006595839,0.3489803292664807,6
0.10777085647718004,0.4479401589942639,6
-0.39273504362951006,2.7753021737547234,5
0.3064322109358577,-1.0013514403253039,5
0.0529147774589143,0.3635317549597628,6
0.3630430940485935,-0.044093995547643705,5
0.3488357124808039,0.05185791308448055,5
0.36154890851945687,0.13070362597304547,6
0.0725660812218138,0.9114957857048577,5
0.14123546552704141,-0.4201769436080173,8
0.3064322109358577,-1.0013514403253039,5
-0.1331285772930113,-0.6636558175166017,6
-0.27275635688953903,0.05934934923792597,5
-7.408773833257877,1.166399347858097,5
-7.269641603372392,1.1801925657699863,5
-0.005563634572125609,1.1984778449174938,5
-0.005563634572125609,1.1984778449174938,5
0.1464310824483414,0.3798782259070971,5
0.1682822301715356,0.6799170675847499,5
0.10981005816273448,0.11091795281995549,5
0.4243202348657272,-0.6442782779348298,6
-0.43508118204880547,0.2128537546480921,4
0.46963786627471915,-0.6161886608809807,5
0.29225200582934846,-0.3417724312620571,5
0.18515415118752687,-0.26614171223487326,6
0.7002996901966249,-1.2331993618691557,5
0.17283527457493464,0.33274757394532267,7
-0.05568012863248545,0.12224190436742782,6
0.13489571701488673,1.0754671735497987,5
0.2582151222876859,0.45477338234938824,5
0.3321259789657802,0.4002302590044559,5
-0.8758052669629399,0.06406960239104123,6
0.4774758900713915,0.8400393362843311,7
0.3719732033580408,0.6127496768115126,6
-0.018484090056940794,0.535616094670341,6
0.4869663423170364,-1.0397074523009386,5
0.18915941347996074,0.5003557759992432,6
0.6028089911209412,1.1825687761228818,6
0.18915941347996074,0.5003557759992432,6
0.4869663423170364,-1.0397074523009386,5
-0.3898411001301678,0.22921836443639032,4
0.6237188982556323,-0.03796477406313759,6
-0.2596048969181461,0.1383757205557045,6
-0.2596048969181461,0.1383757205557045,6
-0.2596048969181461,0.1383757205557045,6
-0.2596048969181461,0.1383757205557045,6
0.8254534298286439,-0.9252106196532255,6
0.23617882954268132,0.5569981029463489,5
0.7092956298020607,-0.04642276108970106,5
0.4339877758803483,-0.9838472750834311,5
0.732628105316059,-1.1519468341857013,6
0.43746924749276406,0.06895351292432035,7
0.5805098002229875,-0.5019485248098788,7
0.6584189985785317,-0.5728735897614912,5
-0.9581063501479756,0.015549593070933565,3
0.4339877758803483,-0.9838472750834311,5
0.8400013294590009,-2.070479146842534,3
-0.239028866857402,0.12060782799676606,6
0.5406373161728287,-1.2932934167185923,7
0.5406373161728287,-1.2932934167185923,7
0.2743315729115843,-1.526080385462969,4
-0.10152786599089852,0.21678666596177812,6
0.5527542789698986,-1.35584050661869,5
0.584892758474886,-1.3326561746554693,5
0.2487316526398397,0.6114798799735561,6
0.5527542789698986,-1.35584050661869,5
0.061505178780314,-0.10417151711107306,6
0.2416073944972128,0.6700163370143057,5
0.18520300227608533,0.6579552715985912,6
0.061505178780314,-0.10417151711107306,6
0.19144244455385262,0.5816145741407125,5
-0.023841752580168463,-0.026827698075820174,5
0.24833601613929646,-0.14556524286740344,5
0.08434971208639508,0.24254122502279735,6
0.1853166592516926,0.20784594783325192,6
0.05197185506430596,-0.7016746854423349,5
-0.06778839826146052,-0.4404063351304291,4
0.2656154302064771,-1.528471052502371,7
0.2044956251892267,-0.48594384226939735,8
-0.0381332061951123,-1.1141923953028297,8
-0.059826741904742436,-0.0312537165640358,5
-0.22652611133029033,1.0387817703344473,5
-0.0737045782592631,-0.227609834121727,6
-0.2361708674592085,-0.20980833220446043,7
-0.2361708674592085,-0.20980833220446043,7
-0.2361708674592085,-0.20980833220446043,7
0.18018027796263675,0.8895036735452475,6
-0.5870131350639965,-0.6838094168150417,5
0.5676212048610061,-0.2830025173304336,7
0.23712864301090336,0.5447104680848378,6
0.4186301827398627,-1.7762778867199631,5
-0.19925890368757085,2.236566616206914,7
-0.08930265509899801,0.9336499382353245,6
-1.1114483554048564,1.809639972302203,6
-0.5996181466610624,1.015051274000947,6
-0.43899133624402864,0.7062996232235338,6
-0.4848365228329147,0.6299322840612515,5
0.44727927670593803,0.07162459225321346,7
0.38477990555762015,0.41080730817103756,6
0.4083651588591268,-0.509859392800935,7
0.40786592151230266,-0.06181165819823797,8
0.317400113786558,0.27197866169352347,6
0.36529622570748965,1.1033131133020122,6
0.288076594674357,1.0679974537799939,5
-4.028296228055903,-0.5085884921431726,6
0.6440916824494346,0.16844712194029882,6
0.4632478507652703,-0.6603900037949582,6
0.3152131975423649,-0.16243795016930787,7
0.6784268601208637,-0.0920017914132913,5
0.6440916824494346,0.16844712194029882,6
0.7288139324548067,-0.6443964378403101,6
